-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  53.1832   Longitude -130.831 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WS50M
2024,2,3,15,6.23,6.71
2024,2,3,16,6.62,7.15
2024,2,3,17,6.95,7.52
2024,2,3,18,7.01,7.59
2024,2,3,19,7.15,7.76
2024,2,3,20,7.38,8.02
2024,2,3,21,7.58,8.25
2024,2,3,22,7.67,8.37
2024,2,3,23,7.63,8.33
2024,2,4,0,7.56,8.24
2024,2,4,1,7.58,8.28
2024,2,4,2,7.76,8.49
2024,2,4,3,7.93,8.68
2024,2,4,4,7.8,8.51
2024,2,4,5,7.58,8.27
2024,2,4,6,7.6,8.3
2024,2,4,7,7.83,8.55
2024,2,4,8,8.11,8.88
2024,2,4,9,8.53,9.35
2024,2,4,10,8.85,9.73
2024,2,4,11,9.19,10.13
2024,2,4,12,9.47,10.47
2024,2,4,13,9.82,10.9
2024,2,4,14,10.37,11.58
2024,2,4,15,10.91,12.24
2024,2,4,16,11.3,12.72
2024,2,4,17,11.4,12.85
2024,2,4,18,11.32,12.77
2024,2,4,19,11.29,12.72
2024,2,4,20,11.31,12.75
2024,2,4,21,11.36,12.78
2024,2,4,22,11.44,12.9
2024,2,4,23,11.43,12.89
2024,2,5,0,11.14,12.54
2024,2,5,1,10.73,12.06
2024,2,5,2,10.46,11.76
2024,2,5,3,10.48,11.78
2024,2,5,4,10.58,11.9
2024,2,5,5,10.64,11.97
2024,2,5,6,10.54,11.86
2024,2,5,7,10.21,11.45
2024,2,5,8,9.68,10.79
2024,2,5,9,9.33,10.35
2024,2,5,10,9.28,10.27
2024,2,5,11,9.51,10.52
2024,2,5,12,9.29,10.28
2024,2,5,13,9.14,10.1
2024,2,5,14,9.09,10.06
2024,2,5,15,9.17,10.19
2024,2,5,16,9.35,10.43
2024,2,5,17,9.12,10.13
2024,2,5,18,8.55,9.45
2024,2,5,19,8.03,8.83
2024,2,5,20,7.64,8.37
2024,2,5,21,7.18,7.83
2024,2,5,22,6.6,7.17
2024,2,5,23,6.44,6.98
2024,2,6,0,6.54,7.08
2024,2,6,1,6.61,7.17
2024,2,6,2,6.5,7.04
2024,2,6,3,6.22,6.71
2024,2,6,4,5.92,6.36
2024,2,6,5,5.43,5.81
2024,2,6,6,3.99,4.21
2024,2,6,7,2.19,2.26
2024,2,6,8,1.26,1.3
2024,2,6,9,1.58,1.67
2024,2,6,10,2.14,2.23
2024,2,6,11,2.27,2.37
2024,2,6,12,1.59,1.67
2024,2,6,13,0.73,0.75
2024,2,6,14,1.39,1.41
2024,2,6,15,2.33,2.4
2024,2,6,16,2.94,3.08
2024,2,6,17,3.35,3.52
2024,2,6,18,3.65,3.85
2024,2,6,19,4.13,4.35
2024,2,6,20,4.86,5.14
2024,2,6,21,5.74,6.12
2024,2,6,22,6.66,7.15
2024,2,6,23,7.37,7.97
2024,2,7,0,7.85,8.53
2024,2,7,1,8.26,9.01
2024,2,7,2,8.7,9.53
2024,2,7,3,8.94,9.82
2024,2,7,4,8.98,9.88
2024,2,7,5,8.88,9.77
2024,2,7,6,8.69,9.55
2024,2,7,7,8.32,9.09
2024,2,7,8,7.76,8.41
2024,2,7,9,7.33,7.89
2024,2,7,10,7.04,7.54
2024,2,7,11,6.79,7.26
2024,2,7,12,6.67,7.12
2024,2,7,13,6.67,7.14
2024,2,7,14,6.69,7.17
2024,2,7,15,6.71,7.23
2024,2,7,16,6.91,7.48
2024,2,7,17,6.98,7.54
2024,2,7,18,6.68,7.21
2024,2,7,19,6.45,6.95
2024,2,7,20,6.31,6.8
2024,2,7,21,5.91,6.36
2024,2,7,22,5.37,5.76
2024,2,7,23,4.86,5.19
2024,2,8,0,4.13,4.38
2024,2,8,1,3.48,3.67
2024,2,8,2,2.77,2.91
2024,2,8,3,2.19,2.28
2024,2,8,4,1.58,1.64
2024,2,8,5,0.85,0.86
2024,2,8,6,0.31,0.24
2024,2,8,7,0.7,0.67
2024,2,8,8,1.59,1.61
2024,2,8,9,2.45,2.53
2024,2,8,10,3.27,3.38
2024,2,8,11,4.21,4.36
2024,2,8,12,5.19,5.44
2024,2,8,13,6.02,6.37
2024,2,8,14,6.52,6.95
2024,2,8,15,7.34,7.88
2024,2,8,16,7.65,8.26
2024,2,8,17,8.03,8.71
2024,2,8,18,8.25,9.0
2024,2,8,19,8.33,9.12
2024,2,8,20,8.43,9.27
2024,2,8,21,8.64,9.55
2024,2,8,22,8.81,9.78
2024,2,8,23,8.82,9.83
2024,2,9,0,9.05,10.12
2024,2,9,1,9.33,10.44
2024,2,9,2,9.48,10.61
2024,2,9,3,10.07,11.24
2024,2,9,4,10.75,12.04
2024,2,9,5,11.38,12.74
2024,2,9,6,12.06,13.51
2024,2,9,7,12.8,14.34
2024,2,9,8,13.49,15.07
2024,2,9,9,14.19,15.91
2024,2,9,10,14.84,16.72
2024,2,9,11,15.52,17.59
2024,2,9,12,15.72,17.8
2024,2,9,13,15.63,17.76
2024,2,9,14,15.04,17.05
2024,2,9,15,14.42,16.42
2024,2,9,16,13.62,15.62
2024,2,9,17,12.53,14.46
2024,2,9,18,11.17,12.95
2024,2,9,19,9.28,10.88
2024,2,9,20,7.38,8.86
2024,2,9,21,5.28,6.54
2024,2,9,22,3.7,4.83
2024,2,9,23,3.54,4.72
2024,2,10,0,3.69,4.83
2024,2,10,1,3.31,4.17
2024,2,10,2,3.12,3.9
2024,2,10,3,3.57,4.46
2024,2,10,4,4.25,5.05
2024,2,10,5,4.67,5.39
2024,2,10,6,5.0,5.64
2024,2,10,7,5.03,5.57
2024,2,10,8,4.76,5.18
2024,2,10,9,4.43,4.78
2024,2,10,10,4.16,4.45
2024,2,10,11,4.03,4.29
2024,2,10,12,4.13,4.4
2024,2,10,13,4.51,4.82
2024,2,10,14,5.04,5.41
2024,2,10,15,5.52,5.99
2024,2,10,16,5.94,6.48
2024,2,10,17,6.24,6.82
2024,2,10,18,5.89,6.43
2024,2,10,19,5.29,5.76
2024,2,10,20,4.87,5.26
2024,2,10,21,4.65,4.99
2024,2,10,22,4.92,5.24
2024,2,10,23,5.65,6.05
2024,2,11,0,6.25,6.73
2024,2,11,1,6.73,7.3
2024,2,11,2,6.56,7.14
2024,2,11,3,6.35,6.94
2024,2,11,4,6.98,7.66
2024,2,11,5,8.15,8.98
2024,2,11,6,9.16,10.19
2024,2,11,7,9.83,10.99
2024,2,11,8,9.97,11.14
2024,2,11,9,9.89,11.05
2024,2,11,10,9.99,11.2
2024,2,11,11,10.29,11.57
2024,2,11,12,10.68,12.12
2024,2,11,13,10.74,12.23
2024,2,11,14,10.2,11.59
2024,2,11,15,9.58,10.84
2024,2,11,16,9.38,10.62
2024,2,11,17,9.62,10.89
2024,2,11,18,9.83,11.12
2024,2,11,19,9.67,10.88
2024,2,11,20,9.48,10.65
2024,2,11,21,9.52,10.66
2024,2,11,22,9.57,10.68
2024,2,11,23,9.52,10.61
2024,2,12,0,9.34,10.43
2024,2,12,1,8.83,9.83
2024,2,12,2,8.17,9.06
2024,2,12,3,7.56,8.39
2024,2,12,4,7.27,8.07
2024,2,12,5,7.16,7.95
2024,2,12,6,7.07,7.88
2024,2,12,7,7.09,7.92
2024,2,12,8,6.97,7.77
2024,2,12,9,6.89,7.66
2024,2,12,10,6.97,7.76
2024,2,12,11,6.89,7.62
2024,2,12,12,6.82,7.54
2024,2,12,13,7.05,7.82
2024,2,12,14,7.65,8.53
2024,2,12,15,8.41,9.47
2024,2,12,16,9.12,10.34
2024,2,12,17,9.43,10.75
2024,2,12,18,9.14,10.37
2024,2,12,19,8.7,9.83
2024,2,12,20,8.51,9.59
2024,2,12,21,8.28,9.32
2024,2,12,22,7.88,8.82
2024,2,12,23,7.43,8.27
2024,2,13,0,7.25,8.02
2024,2,13,1,7.38,8.14
2024,2,13,2,7.51,8.26
2024,2,13,3,7.59,8.33
2024,2,13,4,7.62,8.34
2024,2,13,5,7.47,8.14
2024,2,13,6,7.12,7.72
2024,2,13,7,6.61,7.07
2024,2,13,8,6.23,6.64
2024,2,13,9,5.96,6.3
2024,2,13,10,5.59,5.9
2024,2,13,11,5.26,5.54
2024,2,13,12,5.24,5.57
2024,2,13,13,5.18,5.61
2024,2,13,14,5.13,5.74
2024,2,13,15,5.22,6.03
2024,2,13,16,5.39,6.25
2024,2,13,17,5.54,6.3
2024,2,13,18,5.28,5.85
2024,2,13,19,5.11,5.57
2024,2,13,20,5.05,5.44
2024,2,13,21,5.08,5.42
2024,2,13,22,5.07,5.39
2024,2,13,23,5.15,5.46
2024,2,14,0,5.23,5.53
2024,2,14,1,5.35,5.66
2024,2,14,2,5.69,6.16
2024,2,14,3,6.6,7.3
2024,2,14,4,7.77,8.68
2024,2,14,5,8.88,10.0
2024,2,14,6,9.46,10.67
2024,2,14,7,9.44,10.6
2024,2,14,8,9.33,10.42
2024,2,14,9,9.21,10.31
2024,2,14,10,9.51,10.77
2024,2,14,11,9.66,10.93
2024,2,14,12,9.67,10.86
2024,2,14,13,9.42,10.58
2024,2,14,14,9.19,10.33
2024,2,14,15,9.01,10.13
2024,2,14,16,8.98,10.1
2024,2,14,17,9.03,10.17
2024,2,14,18,9.16,10.29
2024,2,14,19,9.11,10.23
2024,2,14,20,9.02,10.11
2024,2,14,21,8.78,9.81
2024,2,14,22,8.43,9.38
2024,2,14,23,7.89,8.75
2024,2,15,0,7.47,8.27
2024,2,15,1,7.38,8.18
2024,2,15,2,7.54,8.32
2024,2,15,3,7.71,8.5
2024,2,15,4,8.16,9.01
2024,2,15,5,8.7,9.64
2024,2,15,6,8.96,9.91
2024,2,15,7,8.97,9.92
2024,2,15,8,8.91,9.84
2024,2,15,9,8.77,9.68
2024,2,15,10,8.67,9.56
2024,2,15,11,8.77,9.76
2024,2,15,12,8.66,9.61
2024,2,15,13,8.39,9.32
2024,2,15,14,8.24,9.22
2024,2,15,15,8.26,9.28
2024,2,15,16,8.55,9.63
2024,2,15,17,8.86,9.96
2024,2,15,18,9.04,10.16
2024,2,15,19,8.92,9.95
2024,2,15,20,8.77,9.76
2024,2,15,21,8.66,9.63
2024,2,15,22,8.51,9.43
2024,2,15,23,8.54,9.51
2024,2,16,0,8.8,9.8
2024,2,16,1,9.19,10.21
2024,2,16,2,9.7,10.78
2024,2,16,3,10.04,11.16
2024,2,16,4,10.04,11.18
2024,2,16,5,9.79,10.93
2024,2,16,6,9.62,10.76
2024,2,16,7,9.72,10.83
2024,2,16,8,10.1,11.25
2024,2,16,9,10.45,11.63
2024,2,16,10,10.53,11.77
2024,2,16,11,10.24,11.5
2024,2,16,12,9.79,11.08
2024,2,16,13,9.55,10.86
2024,2,16,14,9.64,11.07
2024,2,16,15,9.92,11.42
2024,2,16,16,10.4,11.94
2024,2,16,17,10.55,12.06
2024,2,16,18,10.69,12.24
2024,2,16,19,11.07,12.83
2024,2,16,20,11.08,12.95
2024,2,16,21,12.35,14.82
2024,2,16,22,13.6,16.03
2024,2,16,23,13.8,16.04
2024,2,17,0,13.33,15.49
2024,2,17,1,12.65,14.67
2024,2,17,2,11.78,13.62
2024,2,17,3,10.7,12.45
2024,2,17,4,9.91,11.77
2024,2,17,5,9.72,11.74
2024,2,17,6,9.85,11.71
2024,2,17,7,9.67,11.46
2024,2,17,8,9.27,11.06
2024,2,17,9,9.41,11.4
2024,2,17,10,10.14,12.18
2024,2,17,11,10.74,12.47
2024,2,17,12,10.35,11.96
2024,2,17,13,9.88,11.49
2024,2,17,14,9.79,11.45
2024,2,17,15,9.48,11.0
2024,2,17,16,8.98,10.47
2024,2,17,17,8.62,10.23
2024,2,17,18,8.69,10.35
2024,2,17,19,9.1,10.68
2024,2,17,20,8.96,10.37
2024,2,17,21,8.6,9.94
2024,2,17,22,8.3,9.58
2024,2,17,23,7.58,8.8
2024,2,18,0,6.86,8.01
2024,2,18,1,6.48,7.62
2024,2,18,2,6.1,7.18
2024,2,18,3,5.5,6.46
2024,2,18,4,4.93,5.72
2024,2,18,5,4.45,5.12
2024,2,18,6,4.11,4.74
2024,2,18,7,3.93,4.59
2024,2,18,8,3.99,4.65
2024,2,18,9,4.32,4.94
2024,2,18,10,4.9,5.45
2024,2,18,11,5.04,5.44
2024,2,18,12,4.98,5.35
2024,2,18,13,5.07,5.46
2024,2,18,14,5.29,5.74
2024,2,18,15,5.48,6.05
2024,2,18,16,5.65,6.34
2024,2,18,17,5.49,6.26
2024,2,18,18,5.16,5.91
2024,2,18,19,4.77,5.51
2024,2,18,20,4.38,5.09
2024,2,18,21,4.07,4.72
2024,2,18,22,3.73,4.27
2024,2,18,23,3.39,3.83
2024,2,19,0,3.15,3.5
2024,2,19,1,3.45,3.78
2024,2,19,2,3.71,3.99
2024,2,19,3,3.75,4.0
2024,2,19,4,3.58,3.81
2024,2,19,5,3.29,3.5
2024,2,19,6,3.15,3.34
2024,2,19,7,3.32,3.53
2024,2,19,8,3.72,3.95
2024,2,19,9,3.96,4.21
2024,2,19,10,4.14,4.44
2024,2,19,11,4.43,4.78
2024,2,19,12,4.91,5.39
2024,2,19,13,5.5,6.16
2024,2,19,14,5.96,6.82
2024,2,19,15,6.2,7.25
2024,2,19,16,6.56,7.72
2024,2,19,17,6.91,8.06
2024,2,19,18,6.98,8.06
2024,2,19,19,6.89,7.87
2024,2,19,20,6.84,7.79
2024,2,19,21,6.86,7.83
2024,2,19,22,6.8,7.74
2024,2,19,23,6.68,7.54
2024,2,20,0,6.78,7.62
2024,2,20,1,6.92,7.74
2024,2,20,2,6.99,7.76
2024,2,20,3,6.97,7.72
2024,2,20,4,6.89,7.62
2024,2,20,5,6.76,7.45
2024,2,20,6,6.5,7.14
2024,2,20,7,6.16,6.72
2024,2,20,8,5.86,6.36
2024,2,20,9,5.59,6.07
2024,2,20,10,5.28,5.73
2024,2,20,11,4.87,5.26
2024,2,20,12,4.49,4.84
2024,2,20,13,4.15,4.48
2024,2,20,14,3.82,4.12
2024,2,20,15,3.49,3.75
2024,2,20,16,3.21,3.45
2024,2,20,17,2.87,3.04
2024,2,20,18,2.53,2.66
2024,2,20,19,2.24,2.37
2024,2,20,20,2.03,2.17
2024,2,20,21,1.88,2.07
2024,2,20,22,1.93,2.17
2024,2,20,23,2.24,2.55
2024,2,21,0,2.65,2.97
2024,2,21,1,3.02,3.27
2024,2,21,2,3.41,3.62
2024,2,21,3,3.71,3.94
2024,2,21,4,3.87,4.1
2024,2,21,5,3.85,4.08
2024,2,21,6,3.94,4.15
2024,2,21,7,4.1,4.34
2024,2,21,8,4.28,4.47
2024,2,21,9,4.56,4.79
2024,2,21,10,5.06,5.31
2024,2,21,11,5.44,5.75
2024,2,21,12,5.7,6.05
2024,2,21,13,5.75,6.12
2024,2,21,14,5.71,6.11
2024,2,21,15,5.78,6.23
2024,2,21,16,6.04,6.58
2024,2,21,17,6.28,6.83
2024,2,21,18,6.23,6.77
2024,2,21,19,5.89,6.35
2024,2,21,20,5.54,5.95
2024,2,21,21,5.59,5.99
2024,2,21,22,5.98,6.45
2024,2,21,23,6.22,6.71
2024,2,22,0,5.89,6.33
2024,2,22,1,5.29,5.68
2024,2,22,2,4.72,5.04
2024,2,22,3,4.25,4.51
2024,2,22,4,3.84,4.05
2024,2,22,5,3.54,3.72
2024,2,22,6,3.47,3.65
2024,2,22,7,3.52,3.7
2024,2,22,8,3.43,3.59
2024,2,22,9,3.28,3.43
2024,2,22,10,3.1,3.23
2024,2,22,11,2.95,3.07
2024,2,22,12,2.98,3.11
2024,2,22,13,3.08,3.22
2024,2,22,14,3.08,3.24
2024,2,22,15,3.19,3.37
2024,2,22,16,3.35,3.59
2024,2,22,17,3.69,3.98
2024,2,22,18,4.3,4.65
2024,2,22,19,5.11,5.58
2024,2,22,20,5.95,6.54
2024,2,22,21,6.7,7.44
2024,2,22,22,7.46,8.34
2024,2,22,23,8.18,9.19
2024,2,23,0,8.95,10.13
2024,2,23,1,9.77,11.08
2024,2,23,2,10.51,11.9
2024,2,23,3,10.95,12.39
2024,2,23,4,11.0,12.43
2024,2,23,5,10.62,12.03
2024,2,23,6,9.74,11.07
2024,2,23,7,8.85,10.06
2024,2,23,8,8.31,9.39
2024,2,23,9,8.18,9.16
2024,2,23,10,8.07,8.96
2024,2,23,11,7.83,8.6
2024,2,23,12,7.46,8.16
2024,2,23,13,7.08,7.74
2024,2,23,14,6.71,7.31
2024,2,23,15,6.19,6.7
2024,2,23,16,5.41,5.86
2024,2,23,17,4.69,5.07
2024,2,23,18,3.87,4.16
2024,2,23,19,3.7,4.01
2024,2,23,20,4.03,4.38
2024,2,23,21,4.45,4.85
2024,2,23,22,5.0,5.46
2024,2,23,23,5.88,6.44
2024,2,24,0,6.48,7.13
2024,2,24,1,6.73,7.52
2024,2,24,2,6.93,7.89
2024,2,24,3,7.29,8.43
2024,2,24,4,7.56,8.77
2024,2,24,5,7.72,8.94
2024,2,24,6,7.81,9.03
2024,2,24,7,7.95,9.13
2024,2,24,8,7.93,9.0
2024,2,24,9,7.51,8.43
2024,2,24,10,7.0,7.79
2024,2,24,11,6.78,7.55
2024,2,24,12,6.87,7.67
2024,2,24,13,7.1,7.96
2024,2,24,14,7.55,8.53
2024,2,24,15,8.09,9.19
2024,2,24,16,8.77,10.05
2024,2,24,17,9.37,10.77
2024,2,24,18,9.83,11.28
2024,2,24,19,9.67,11.06
2024,2,24,20,9.62,10.98
2024,2,24,21,9.56,10.97
2024,2,24,22,9.54,10.97
2024,2,24,23,9.77,11.19
2024,2,25,0,10.43,11.97
2024,2,25,1,11.51,13.24
2024,2,25,2,12.32,14.12
2024,2,25,3,12.84,14.72
2024,2,25,4,13.45,15.43
2024,2,25,5,13.66,15.62
2024,2,25,6,13.52,15.43
2024,2,25,7,13.47,15.41
2024,2,25,8,13.81,15.85
2024,2,25,9,14.15,16.22
2024,2,25,10,14.04,16.03
2024,2,25,11,13.53,15.41
2024,2,25,12,12.77,14.49
2024,2,25,13,11.96,13.52
2024,2,25,14,11.63,13.15
2024,2,25,15,12.02,13.63
2024,2,25,16,12.6,14.33
2024,2,25,17,12.91,14.69
2024,2,25,18,13.21,15.02
2024,2,25,19,13.38,15.19
2024,2,25,20,13.34,15.14
2024,2,25,21,13.39,15.2
2024,2,25,22,13.5,15.32
2024,2,25,23,13.64,15.51
2024,2,26,0,13.82,15.74
2024,2,26,1,14.11,16.09
2024,2,26,2,14.37,16.39
2024,2,26,3,14.41,16.4
2024,2,26,4,14.13,16.03
2024,2,26,5,13.66,15.46
2024,2,26,6,12.75,14.35
2024,2,26,7,11.75,13.1
2024,2,26,8,10.81,11.91
2024,2,26,9,9.9,10.83
2024,2,26,10,9.01,9.79
2024,2,26,11,8.46,9.17
2024,2,26,12,8.19,8.87
2024,2,26,13,8.13,8.82
2024,2,26,14,7.87,8.51
2024,2,26,15,7.65,8.24
2024,2,26,16,7.33,7.86
2024,2,26,17,6.82,7.21
2024,2,26,18,5.58,5.75
2024,2,26,19,4.22,4.18
2024,2,26,20,3.53,3.31
2024,2,26,21,3.12,2.86
2024,2,26,22,3.82,3.65
2024,2,26,23,5.23,5.21
2024,2,27,0,6.51,6.71
2024,2,27,1,8.09,8.5
2024,2,27,2,10.13,10.8
2024,2,27,3,12.06,13.04
2024,2,27,4,12.99,14.2
2024,2,27,5,12.99,14.22
2024,2,27,6,13.64,14.94
2024,2,27,7,14.49,16.01
2024,2,27,8,15.09,16.84
2024,2,27,9,15.11,17.02
2024,2,27,10,13.41,14.89
2024,2,27,11,10.66,11.85
2024,2,27,12,9.55,11.0
2024,2,27,13,9.32,10.64
2024,2,27,14,8.96,10.17
2024,2,27,15,8.37,9.46
2024,2,27,16,8.16,9.22
2024,2,27,17,8.43,9.51
2024,2,27,18,8.77,9.88
2024,2,27,19,8.86,9.96
2024,2,27,20,8.55,9.59
2024,2,27,21,8.19,9.17
2024,2,27,22,7.87,8.82
2024,2,27,23,7.65,8.58
2024,2,28,0,7.1,7.92
2024,2,28,1,6.51,7.23
2024,2,28,2,5.8,6.39
2024,2,28,3,4.8,5.26
2024,2,28,4,3.66,3.98
2024,2,28,5,2.42,2.64
2024,2,28,6,1.28,1.43
2024,2,28,7,0.85,0.89
2024,2,28,8,1.53,1.54
2024,2,28,9,2.07,2.12
2024,2,28,10,2.4,2.48
2024,2,28,11,2.59,2.7
2024,2,28,12,2.89,3.04
2024,2,28,13,3.5,3.7
2024,2,28,14,4.03,4.29
2024,2,28,15,4.31,4.6
2024,2,28,16,4.38,4.69
2024,2,28,17,4.54,4.88
2024,2,28,18,4.75,5.1
2024,2,28,19,4.86,5.23
2024,2,28,20,5.01,5.4
2024,2,28,21,5.08,5.48
2024,2,28,22,5.15,5.59
2024,2,28,23,5.05,5.49
2024,2,29,0,5.09,5.52
2024,2,29,1,5.27,5.71
2024,2,29,2,5.24,5.65
2024,2,29,3,5.11,5.47
2024,2,29,4,5.0,5.33
2024,2,29,5,4.99,5.3
2024,2,29,6,5.03,5.35
2024,2,29,7,5.14,5.45
2024,2,29,8,5.05,5.36
2024,2,29,9,4.81,5.1
2024,2,29,10,4.45,4.7
2024,2,29,11,4.1,4.33
2024,2,29,12,3.86,4.12
2024,2,29,13,4.11,4.38
2024,2,29,14,4.47,4.78
2024,2,29,15,4.76,5.12
2024,2,29,16,4.93,5.31
2024,2,29,17,4.98,5.37
2024,2,29,18,4.96,5.36
2024,2,29,19,5.05,5.45
2024,2,29,20,5.08,5.46
2024,2,29,21,4.91,5.25
2024,2,29,22,4.57,4.87
2024,2,29,23,4.08,4.35
2024,3,1,0,3.55,3.76
2024,3,1,1,2.86,3.03
2024,3,1,2,2.25,2.4
2024,3,1,3,2.32,2.46
2024,3,1,4,3.34,3.51
2024,3,1,5,4.4,4.63
2024,3,1,6,4.71,4.94
2024,3,1,7,4.6,4.79
2024,3,1,8,4.82,5.03
2024,3,1,9,5.11,5.4
2024,3,1,10,5.12,5.48
2024,3,1,11,5.28,5.67
2024,3,1,12,5.55,5.92
2024,3,1,13,5.57,5.93
2024,3,1,14,5.42,5.76
2024,3,1,15,5.08,5.39
2024,3,1,16,4.86,5.15
2024,3,1,17,4.95,5.26
2024,3,1,18,5.28,5.64
2024,3,1,19,5.6,6.04
2024,3,1,20,5.85,6.34
2024,3,1,21,6.07,6.59
2024,3,1,22,6.64,7.18
2024,3,1,23,7.65,8.26
2024,3,2,0,8.47,9.13
2024,3,2,1,8.74,9.32
2024,3,2,2,8.39,8.87
2024,3,2,3,7.85,8.24
2024,3,2,4,7.53,7.89
2024,3,2,5,7.34,7.65
2024,3,2,6,7.07,7.33
2024,3,2,7,6.65,6.82
2024,3,2,8,6.31,6.41
2024,3,2,9,5.89,5.97
2024,3,2,10,5.56,5.66
2024,3,2,11,5.55,5.7
2024,3,2,12,5.67,5.9
2024,3,2,13,5.76,6.03
2024,3,2,14,5.75,6.04
2024,3,2,15,5.71,6.0
2024,3,2,16,5.69,6.0
2024,3,2,17,5.78,6.04
2024,3,2,18,5.75,5.93
2024,3,2,19,5.57,5.67
2024,3,2,20,5.33,5.38
2024,3,2,21,5.13,5.16
2024,3,2,22,5.07,5.1
2024,3,2,23,5.03,5.03
2024,3,3,0,4.93,4.93
2024,3,3,1,4.83,4.85
2024,3,3,2,4.76,4.78
2024,3,3,3,4.74,4.78
2024,3,3,4,4.77,4.82
2024,3,3,5,4.85,4.9
2024,3,3,6,4.93,4.93
2024,3,3,7,5.02,4.98
2024,3,3,8,5.19,5.11
2024,3,3,9,5.25,5.17
2024,3,3,10,5.21,5.15
2024,3,3,11,5.06,5.04
2024,3,3,12,4.96,4.99
2024,3,3,13,5.17,5.29
2024,3,3,14,5.52,5.7
2024,3,3,15,5.92,6.17
2024,3,3,16,6.51,6.83
2024,3,3,17,7.31,7.68
2024,3,3,18,7.95,8.33
2024,3,3,19,8.16,8.53
2024,3,3,20,8.03,8.37
2024,3,3,21,7.77,8.07
2024,3,3,22,7.48,7.76
2024,3,3,23,7.28,7.54
2024,3,4,0,7.13,7.39
2024,3,4,1,7.05,7.33
2024,3,4,2,7.08,7.37
2024,3,4,3,7.06,7.38
2024,3,4,4,6.97,7.28
2024,3,4,5,6.73,7.02
2024,3,4,6,6.39,6.64
2024,3,4,7,6.01,6.21
2024,3,4,8,5.77,5.96
2024,3,4,9,5.66,5.88
2024,3,4,10,5.55,5.78
2024,3,4,11,5.35,5.58
2024,3,4,12,5.15,5.39
2024,3,4,13,5.14,5.38
2024,3,4,14,5.44,5.71
2024,3,4,15,5.8,6.11
2024,3,4,16,6.11,6.45
2024,3,4,17,6.34,6.68
2024,3,4,18,6.41,6.74
2024,3,4,19,6.42,6.75
2024,3,4,20,6.39,6.74
2024,3,4,21,6.29,6.63
2024,3,4,22,6.14,6.47
2024,3,4,23,6.04,6.36
2024,3,5,0,6.0,6.32
2024,3,5,1,5.98,6.3
2024,3,5,2,5.94,6.25
2024,3,5,3,5.83,6.13
2024,3,5,4,5.64,5.93
2024,3,5,5,5.42,5.66
2024,3,5,6,5.06,5.28
2024,3,5,7,4.56,4.7
2024,3,5,8,4.03,4.13
2024,3,5,9,3.49,3.56
2024,3,5,10,2.91,2.95
2024,3,5,11,2.31,2.33
2024,3,5,12,1.7,1.71
2024,3,5,13,1.16,1.15
2024,3,5,14,0.64,0.59
2024,3,5,15,0.41,0.24
2024,3,5,16,0.76,0.65
2024,3,5,17,1.36,1.26
2024,3,5,18,2.08,2.01
2024,3,5,19,2.89,2.88
2024,3,5,20,3.72,3.78
2024,3,5,21,4.56,4.69
2024,3,5,22,5.34,5.55
2024,3,5,23,6.03,6.32
2024,3,6,0,6.5,6.86
2024,3,6,1,6.85,7.3
2024,3,6,2,7.3,7.8
2024,3,6,3,7.69,8.27
2024,3,6,4,8.17,8.84
2024,3,6,5,8.8,9.6
2024,3,6,6,9.47,10.42
2024,3,6,7,9.95,10.96
2024,3,6,8,10.54,11.65
2024,3,6,9,10.93,12.15
2024,3,6,10,11.21,12.47
2024,3,6,11,11.4,12.7
2024,3,6,12,11.5,12.86
2024,3,6,13,11.45,12.84
2024,3,6,14,11.08,12.44
2024,3,6,15,10.23,11.49
2024,3,6,16,9.21,10.36
2024,3,6,17,8.17,9.2
2024,3,6,18,7.0,7.89
2024,3,6,19,6.05,6.78
2024,3,6,20,5.3,5.93
2024,3,6,21,4.6,5.11
2024,3,6,22,4.04,4.45
2024,3,6,23,4.01,4.41
2024,3,7,0,4.13,4.51
2024,3,7,1,4.15,4.51
2024,3,7,2,4.37,4.76
2024,3,7,3,5.08,5.56
2024,3,7,4,6.11,6.81
2024,3,7,5,7.35,8.3
2024,3,7,6,8.54,9.77
2024,3,7,7,10.03,11.53
2024,3,7,8,11.7,13.55
2024,3,7,9,13.49,15.73
2024,3,7,10,14.69,17.07
2024,3,7,11,15.39,17.85
2024,3,7,12,15.88,18.42
2024,3,7,13,16.08,18.7
2024,3,7,14,16.21,18.83
2024,3,7,15,16.24,18.93
2024,3,7,16,16.51,19.21
2024,3,7,17,16.87,19.74
2024,3,7,18,17.35,20.45
2024,3,7,19,17.35,20.58
2024,3,7,20,16.55,19.72
2024,3,7,21,15.3,18.34
2024,3,7,22,13.85,16.62
2024,3,7,23,12.95,15.68
2024,3,8,0,12.67,15.26
2024,3,8,1,12.49,14.99
2024,3,8,2,12.53,15.05
2024,3,8,3,12.39,14.85
2024,3,8,4,11.84,14.12
2024,3,8,5,11.25,13.38
